Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag,LastStatusUpdate,StatusDescription,DisabledAccess,24HourAccess,SecurityCameras,EmergencyButton,LightingLevel,PopulationDensity,Nearby_Cafes,Distance_To_Nearest_Cafes,Nearby_Restaurants,Distance_To_Nearest_Restaurants,Nearby_FastFood,Distance_To_Nearest_FastFood,Nearby_ShoppingCenters,Distance_To_Nearest_ShoppingCenters,Nearby_ConvenienceStores,Distance_To_Nearest_ConvenienceStores,Nearby_Supermarkets,Distance_To_Nearest_Supermarkets,Nearby_Pharmacies,Distance_To_Nearest_Pharmacies,Nearby_Banks,Distance_To_Nearest_Banks,Nearby_Gyms,Distance_To_Nearest_Gyms,Nearby_Parks,Distance_To_Nearest_Parks,PublicTransportStops,DistanceToHospital,DistanceToPoliceStation,DistanceToHighway,PeakHours,AvgChargingDuration,DailyUtilizationRate,LastMaintenanceDate,UptimePercentage,MaintenanceFrequencyDays,FaultsLast30Days,AvgRepairTimeHours,PaymentMethods,BasePrice,PeakPriceMultiplier,MinimumChargingFee,MembershipDiscountAvailable,MembershipDiscountPercentage,RenewableEnergyPercentage,CO2OffsetKg,SolarPanelsInstalled,BatteryStorageKWh
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9584508,145.0534948,ChargePoint,Unknown,,Unknown,1,2024-12-01 10:38:04.604678,Temporary Offline,True,True,True,True,High,3025.682181819709,7,217,5,156,2,266,2,372,4,879,2,801,1,255,2,667,2,527,0,409,4,1.345308132173711,3.3150360415372226,0.8997378470692736,"07:00-09:00, 17:00-19:00",35.677339797600936,0.6686189788483972,2023-01-03 03:05:15.789473684,94.05012284064922,72,2,43.096461336116924,Mobile App,0.3055416173457872,1.4297692039467733,0.8234454730859595,True,15.975409418728765,96.32209301283078,4.716056967371011,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.5212508,151.3749048,Tesla Motors,Unknown,,Unknown,1,2024-11-28 10:38:04.604678,Temporary Offline,True,True,True,True,High,6015.961734952445,4,999,8,811,5,829,2,104,2,860,0,829,2,525,1,635,2,414,0,645,3,3.1476609597307452,2.0439516933976365,0.5633613181027178,"08:00-10:00, 16:00-18:00",61.76466854765009,0.6433905943292076,2023-01-03 08:11:47.368421052,95.70535994249745,79,0,39.50877633373541,Mobile App,0.4121249018994692,1.3950685703770103,0.8940825043506875,True,18.234450955661032,65.51857081547058,5.425034436831955,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.4075897,150.8812521,ChargePoint,Type 1 (J1772),,Unknown,1,2024-11-29 10:38:04.604678,Temporary Offline,False,True,True,True,Medium,7903.901072923479,7,510,10,168,3,179,2,186,1,717,1,336,1,108,1,416,0,952,0,767,4,4.330344470630884,2.5080437937039806,2.2869643558139114,"08:00-10:00, 17:00-19:00",62.94280259035931,0.3066257739387282,2023-01-03 13:18:18.947368421,92.50142863475774,41,2,18.4508821895384,RFID Card,0.41872129207678277,1.4956031695434384,1.114255450599875,True,16.606804800270808,39.60423052735735,2.2596972120422163,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-33.8485098,138.6181952,Tesla Supercharger,Unknown,,Unknown,0,2024-11-29 10:38:04.604678,Under Maintenance,True,True,True,True,High,4471.606571162386,4,335,8,647,1,743,1,446,3,907,0,990,2,265,3,293,0,448,0,756,1,1.2580875314626523,3.31041969409841,2.3786410461387018,"08:00-10:00, 16:00-18:00",87.62416406840654,0.656191994178169,2023-01-03 18:24:50.526315789,98.18201283873236,58,0,20.43810407783569,Credit Card,0.3387639799777375,1.3712301331316192,0.8656297659839827,False,0.0,52.67525671939403,3.781009324159544,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-25.197523,133.2007563,NRMA,CHAdeMO,,Unknown,1,2024-11-30 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,4272.257063549043,7,800,4,641,4,368,0,454,2,332,2,102,2,807,3,916,0,845,1,703,4,1.0195398367236084,1.6535711139458604,2.837411570677207,"07:00-09:00, 16:00-18:00",53.720096294238274,0.353719112083828,2023-01-03 23:31:22.105263157,96.27606856268328,67,1,34.98882921925151,Mobile App,0.4111602645789087,1.358408546565115,1.687824057040847,False,0.0,78.01844943655038,2.3461413519878835,False,0.0
Unknown,8,Unknown,Unknown,Unknown,Unknown,-33.8829291,151.1946269,Tesla Supercharger,Unknown,,Unknown,0,2024-12-04 10:38:04.604678,Temporary Offline,True,True,False,True,High,2713.482742017291,6,427,4,321,1,953,1,983,3,519,0,354,3,327,0,833,1,965,0,120,2,4.171600188846536,3.6450096549832276,0.6934811195672942,"07:00-09:00, 16:00-18:00",86.74946485276335,0.5700640433888681,2023-01-04 04:37:53.684210526,99.46889231212018,38,0,10.759159209184602,Mobile App,0.42224651784600276,1.2484976989890202,0.34554494862708696,True,13.810566824754853,31.79449063874221,4.613057147855812,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8682863,151.2063604,Unknown,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Under Maintenance,False,False,True,False,High,7873.669458203079,6,190,6,714,3,357,2,171,4,142,2,600,3,193,2,743,0,738,3,983,3,3.8486611816331537,3.654967424073881,1.4800218536282068,"07:00-09:00, 16:00-18:00",33.11423343405064,0.653988282266489,2023-01-04 09:44:25.263157894,94.88375736888202,32,1,3.9107096371662307,All,0.3088141296420863,1.4822616842576524,1.1050252332348274,True,14.774323584948569,56.60717255906629,3.780941492148492,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7714237,144.9619656,Chargefox,CHAdeMO,,Unknown,1,2024-12-02 10:38:04.604678,Under Maintenance,False,False,True,True,High,5650.538525507329,2,755,7,586,3,667,0,354,3,315,1,942,2,852,1,998,1,885,3,893,4,4.16661371372274,3.6118776739372773,0.12248070530526202,"08:00-10:00, 17:00-19:00",34.07948446127499,0.3995915968950924,2023-01-04 14:50:56.842105263,99.50676344410155,71,1,34.86550232585622,Credit Card,0.3214426419212231,1.220528077592785,0.29974416753787714,True,18.980450644409085,36.594030460996834,3.2519056540040214,True,171.724886578137
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.4438844,143.8905143,RACV,Type 1 (J1772),,Unknown,0,2024-12-04 10:38:04.604678,Scheduled Maintenance,True,True,True,False,High,5670.961773051987,5,727,8,758,2,929,2,200,4,169,0,571,3,923,3,535,0,167,2,628,2,4.4409864940818995,1.4786340768964592,0.36552485956475145,"07:00-09:00, 17:00-19:00",75.44614878860382,0.321823741514714,2023-01-04 19:57:28.421052631,92.04796692096836,54,0,9.928711356147858,All,0.42835774381205516,1.252695996830977,0.008077394778857494,False,0.0,81.09138026502633,1.9017391307598275,True,52.69482113240082
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9285142,151.186122,"Tesla, Inc.",Unknown,,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,True,False,True,True,High,3124.4080668521297,7,871,10,618,2,202,0,923,2,148,2,773,1,750,2,249,1,697,0,915,3,1.1306051775904953,2.0151934534637856,1.1080154006060006,"08:00-10:00, 17:00-19:00",65.68696741068283,0.49391454770293947,2023-01-05 01:04:00.000000000,92.902217896131,42,0,8.16046412497169,RFID Card,0.3618154816424084,1.242593887697748,0.3170801040417659,True,15.595157769902126,69.35729460725922,2.6049375443370457,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9760165,150.8118548,Unknown,Unknown,,Unknown,1,2024-12-02 10:38:04.604678,Under Maintenance,True,False,True,True,Medium,7093.778164485137,8,472,4,312,2,350,2,621,3,631,1,969,3,987,0,717,2,728,2,636,1,1.676762867099287,3.874316086623847,2.476962870555694,"07:00-09:00, 17:00-19:00",82.36474967740361,0.6058406825537325,2023-01-05 06:10:31.578947368,94.5140091307751,50,0,4.014332162012239,RFID Card,0.3005870965348086,1.3770066558119975,1.4000575506008917,True,15.07035722321477,74.52053285410591,4.772970532948062,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9505279,145.080672,ChargePoint,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Scheduled Maintenance,True,False,True,False,High,3812.3185399896815,6,111,6,718,3,707,0,454,4,815,1,886,2,383,3,661,2,624,1,677,4,2.305467983818495,3.4346848762065307,0.9843263464178255,"08:00-10:00, 17:00-19:00",75.39036704659564,0.5443120533651326,2023-01-05 11:17:03.157894736,97.46968331008945,72,1,29.696504370379536,All,0.3788693075905074,1.3965664614966051,0.6954084271550725,False,0.0,60.32922006978012,3.77280763590088,True,99.2469694308244
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9214395,145.1577067,ChargePoint,Unknown,,Unknown,1,2024-12-03 10:38:04.604678,Temporary Offline,False,True,True,True,High,3566.969857391138,2,877,4,799,4,677,1,989,4,508,2,697,1,792,1,989,2,896,1,183,3,3.2381606262705285,3.9167149573049023,0.3848005254543303,"08:00-10:00, 17:00-19:00",84.17222702663143,0.4155569802749136,2023-01-05 16:23:34.736842105,96.2194721423636,42,0,8.767024542741206,Mobile App,0.4045844283151593,1.3220381535708536,1.305092379369673,True,14.54834629940308,79.79490390750763,2.441105799563918,True,90.79282457556214
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8748303,145.165502,ChargePoint,Unknown,,Unknown,1,2024-12-02 10:38:04.604678,Temporary Offline,False,True,True,True,High,6409.849179577854,5,239,5,144,5,327,2,190,2,127,0,405,3,479,3,337,1,557,2,778,3,1.0833605730543427,0.8802931577540547,1.1244325618630024,"07:00-09:00, 16:00-18:00",63.393292351799424,0.4515421436843543,2023-01-05 21:30:06.315789473,92.38972028072602,63,0,15.450401624590667,RFID Card,0.38378598842415723,1.320792148837994,0.42082965202739464,True,10.115409374623736,89.9129749843632,2.618386687791301,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-38.1433232,144.3612324,Unknown,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Under Maintenance,True,True,True,True,High,7543.857590499479,5,551,4,705,2,122,0,621,1,785,0,533,1,202,2,187,1,936,2,446,3,3.5434790298650647,3.791468869167514,1.5155447520984198,"07:00-09:00, 17:00-19:00",49.094390987881674,0.5081122683378657,2023-01-06 02:36:37.894736842,99.61615441020257,89,0,9.181705900735077,Mobile App,0.31120116637563583,1.2403052150668723,1.748813129368947,True,14.533621628091273,48.23947801881128,4.385278393273102,True,150.33325783731775
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.1375197,148.1726877,NRMA,Unknown,,Unknown,1,2024-12-04 10:38:04.604678,Temporary Offline,False,True,True,True,High,6185.721974826952,5,961,6,943,5,564,0,272,3,542,1,214,3,318,0,611,1,463,1,510,1,4.8175296966091885,3.8403284947642686,1.0953869928383093,"08:00-10:00, 17:00-19:00",31.004396559099135,0.4866830130226128,2023-01-06 07:43:09.473684210,92.59074985291153,47,2,13.787794010311373,RFID Card,0.331758550751251,1.324781863946916,1.019911345102086,False,0.0,53.22790182205967,3.35345715242374,False,0.0
Unknown,3,Unknown,Unknown,Unknown,Unknown,-33.5747389,115.8244911,RAC,Unknown,,Unknown,0,2024-11-30 10:38:04.604678,Scheduled Maintenance,False,True,True,True,Medium,4756.750075439707,4,914,3,201,1,319,1,912,4,293,2,487,3,382,0,531,2,987,0,387,4,2.22608342631528,2.182756392396106,1.082467560610131,"08:00-10:00, 16:00-18:00",55.915186149431676,0.36181782146875624,2023-01-06 12:49:41.052631579,97.97118798512261,34,2,26.87046606943599,Credit Card,0.392360458838877,1.2677640648491626,1.7714535167369188,False,0.0,84.0531653346124,3.3654455451917955,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.775569,150.7008205,NRMA,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Temporary Offline,True,False,True,True,Medium,5013.978081925733,3,454,8,586,3,756,2,266,3,387,0,415,2,262,0,728,1,198,1,778,3,1.209137652905053,2.041758755000099,2.9804818472045915,"08:00-10:00, 16:00-18:00",43.340491152233376,0.491718963965185,2023-01-06 17:56:12.631578947,94.95141492347076,42,0,36.05119585028892,Credit Card,0.35629303100381693,1.391948889019815,0.9855700151309792,True,18.88471763836707,54.42837878126357,4.500119292469106,True,155.79803682794628
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.4358155,147.1395575,Chargefox,"Type 2 (Socket Only), CHAdeMO",,Unknown,1,2024-11-29 10:38:04.604678,Under Maintenance,True,False,True,True,Medium,5647.730347693782,4,252,4,392,4,840,1,904,4,379,0,983,2,980,0,873,2,948,0,221,1,1.3377660995827787,2.969183822526773,0.7872619998765,"07:00-09:00, 17:00-19:00",51.398029644389624,0.5402255110658815,2023-01-06 23:02:44.210526315,98.89756776376912,50,0,25.65748804717899,Credit Card,0.4388296863649491,1.3438618672115712,1.112474145383254,False,0.0,88.51940292602629,4.357378286576195,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.7084845,150.1752344,NRMA,CHAdeMO,,Unknown,0,2024-11-29 10:38:04.604678,Under Maintenance,False,True,False,True,Medium,5836.402293147726,8,584,4,115,4,599,2,500,2,726,0,295,3,129,2,852,0,692,3,155,1,3.8583109123887316,0.9513558218992123,2.600812920080249,"07:00-09:00, 16:00-18:00",89.66003795580879,0.49254470307243414,2023-01-07 04:09:15.789473684,96.91554887827319,49,2,30.732105543290945,All,0.39951989666963234,1.3105330793297034,0.7363770405886629,True,12.701214505758005,34.70626563264799,3.4313580961956975,True,95.2952257041142
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.3101932,151.420595,Tesla Supercharger,Unknown,,Unknown,1,2024-12-03 10:38:04.604678,Under Maintenance,False,False,True,True,High,2153.157614911641,2,516,5,969,5,181,2,399,4,272,2,386,3,786,2,813,2,498,3,763,3,4.2792142494977945,3.800424146278702,0.18808767543836563,"07:00-09:00, 17:00-19:00",47.231145043745116,0.622313566636713,2023-01-07 09:15:47.368421052,95.3713355874262,33,2,35.565406378786015,Mobile App,0.43007384318584985,1.4111327039185044,1.5865509131219049,False,0.0,72.66314128540151,5.35319840913623,False,0.0
Unknown,3,Unknown,Unknown,Unknown,Unknown,-37.7237042,144.9209626,Unknown,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Scheduled Maintenance,True,True,True,True,Medium,6658.842922966352,4,249,6,581,5,405,1,448,4,740,1,556,3,198,2,768,2,952,0,636,1,4.551771836042754,2.015406101957011,2.0940872447471532,"07:00-09:00, 16:00-18:00",45.69333504499337,0.3317958275453984,2023-01-07 14:22:18.947368421,93.39334336043571,48,1,27.580581430452742,RFID Card,0.3104854080173143,1.2439820604290097,1.3941506441544727,False,0.0,58.727488138326514,1.721932206465147,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7401175,145.0050847,Darebin City Council,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Under Maintenance,True,True,True,True,Medium,6045.721471509924,5,925,5,157,1,549,2,798,2,478,1,534,2,540,1,474,1,930,1,368,1,1.3995699315484265,1.8364688472171344,2.232675365259551,"07:00-09:00, 16:00-18:00",50.10832606750212,0.48446181863900617,2023-01-07 19:28:50.526315789,93.38838488417478,45,1,19.4093800902043,RFID Card,0.390051024129002,1.3472032425015803,1.3196888490286136,False,0.0,72.99093024155155,3.0096808758811577,False,0.0
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.8160073,144.9597412,RACV,Unknown,,Unknown,0,2024-12-04 10:38:04.604678,Under Maintenance,False,True,True,True,High,16301.126038326816,15,281,25,246,15,150,5,93,14,112,5,232,7,56,8,163,2,150,1,195,10,4.564169552368735,0.6173024030713606,0.5305154433804657,"07:00-09:00, 16:00-18:00",65.30016293226973,0.8301379983216698,2023-01-08 00:35:22.105263157,93.06840568754436,74,0,9.8779681017257,All,0.3868366312905297,1.2233411108519403,0.40272182516714583,True,10.755524175826505,67.89376787452474,7.052756535220697,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8163799,144.9547665,Alto Hotel,Unknown,,Unknown,0,2024-11-29 10:38:04.604678,Under Maintenance,True,True,True,True,Low,19047.674587122325,15,121,35,54,13,99,2,264,6,216,3,109,8,120,3,216,6,261,2,169,9,1.9006482975380259,2.6461614709223396,0.794717232019653,"07:00-09:00, 17:00-19:00",59.97927926426161,0.7469633082880794,2023-01-08 05:41:53.684210526,97.59385149600969,39,2,2.6087827325858486,RFID Card,0.3128921513728458,1.3803002101419475,0.8463982102002576,True,11.060596914203018,79.67832504310239,5.862380649755229,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8132556,144.9559119,Unknown,Unknown,,Unknown,1,2024-11-30 10:38:04.604678,Scheduled Maintenance,True,True,True,True,High,16044.366922457446,19,56,17,165,13,191,4,209,9,92,2,263,6,247,6,238,3,79,4,257,9,4.773987894393921,1.3373812147252422,1.5978890912623478,"07:00-09:00, 17:00-19:00",81.46499849974575,0.6889827528073975,2023-01-08 10:48:25.263157894,95.04093373117267,71,2,35.448748687522,Credit Card,0.41696329047042474,1.3094085824910786,0.07716190051983984,True,12.403166275275687,36.91523939420672,3.9992595011991696,False,0.0
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.8143461,144.9618065,Unknown,Unknown,,Unknown,0,2024-12-03 10:38:04.604678,Temporary Offline,True,True,True,True,Medium,18971.333119803552,26,75,34,84,7,90,2,187,6,172,5,139,6,152,4,173,6,273,4,119,7,0.6445050842895598,2.4415054310529873,0.16275216798171765,"08:00-10:00, 16:00-18:00",67.95905961492724,0.5422345912093097,2023-01-08 15:54:56.842105263,95.97887466925482,88,1,24.11874937007968,All,0.43752713991740966,1.2676631848156514,1.1303372566700987,False,0.0,44.907399434295804,3.644350170146936,True,112.46283848168156
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.81826,144.9639555,Unknown,Unknown,,Unknown,0,2024-12-04 10:38:04.604678,Under Maintenance,True,False,True,True,High,16133.90659579025,10,118,37,67,8,116,3,175,8,201,3,276,3,231,6,102,4,272,3,185,11,2.936938570813651,2.66370207889215,1.1147386399075982,"07:00-09:00, 16:00-18:00",60.40070869192146,0.740423480446302,2023-01-08 21:01:28.421052631,94.17844697639515,53,1,36.60359304238322,All,0.4394533567472407,1.4780851866198828,1.8788459463977747,True,15.398123597862167,35.34133228760548,6.698358962440017,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8162175,144.9707936,GreenCo,Unknown,,Unknown,1,2024-11-28 10:38:04.604678,Scheduled Maintenance,True,True,True,False,High,7440.060562118181,5,649,7,333,2,285,2,488,3,440,1,215,1,783,3,981,0,945,3,419,1,2.371797495027975,1.2516097208516463,1.7474138057523052,"07:00-09:00, 17:00-19:00",76.17859967927312,0.5042374368580578,2023-01-09 02:08:00.000000000,92.29702909777102,76,0,3.5239435942716835,RFID Card,0.43460069800773576,1.2161677256528023,0.7021934587705507,True,16.04942968904674,83.02897108263782,3.7903090729167355,False,0.0
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8153856,144.9700374,Unknown,Unknown,,Unknown,1,2024-11-28 10:38:04.604678,Temporary Offline,True,True,True,True,High,4310.950280500676,6,847,9,910,2,860,1,764,4,919,1,569,1,483,2,202,1,916,0,400,1,0.5823200135091391,2.9045815541482836,0.8249797781859045,"08:00-10:00, 17:00-19:00",72.44759543278066,0.6908923722428806,2023-01-09 07:14:31.578947368,97.11502212214671,81,2,22.643521658092194,Credit Card,0.37749047902322824,1.3961835478574312,1.3230245864613357,False,0.0,71.35900194680038,5.195905049846578,True,112.95999791750404
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8144864,144.9730784,Unknown,Unknown,,Unknown,1,2024-11-29 10:38:04.604678,Under Maintenance,True,True,True,True,Medium,5423.775748308161,8,556,9,994,4,965,2,799,1,513,1,438,1,485,1,111,1,787,1,366,4,1.4976082896773377,0.9099398531491183,2.703554301934952,"07:00-09:00, 16:00-18:00",31.90848543967431,0.5255315078796743,2023-01-09 12:21:03.157894736,99.71334591771466,88,1,14.357391099388765,All,0.40296810037558306,1.234855495375124,0.19092057706966048,True,12.231991333338408,60.3485276801392,4.100817990740327,True,144.00898409030773
